,title,wine,vintage,vinyard,variety,avi,region,state,alcohol_content,size,winetype,price,score,dt_published,taster
743,Williams Selyem 2017 Olivet Lane Vineyard Pinot Noir,Williams Selyem,2017,Olivet Lane Vineyard,Pinot Noir,Russian River Valley,Sonoma,California,13.9%,750 ml,Red,$78,96,5/1/2019,Virginie Boone
744,Epoch 2015 Estate Red,Epoch,2015,Estate,"Red Blends, Red Blends",Paso Robles Willow Creek District,Central Coast,California,15.1%,750 ml,Red,$60,96,5/1/2019,Matt Kettmann
745,Jeff Cohn 2016 Sweetwater Springs Vineyard Zinfandel,Jeff Cohn,2016,Sweetwater Springs Vineyard,Zinfandel,Russian River Valley,Sonoma,California,15.6%,750 ml,Red,$45,95,5/1/2019,Virginie Boone
746,Shafer 2016 TD-9 Red,Shafer,2016,TD-9,"Red Blends, Red Blends",Napa Valley,Napa,California,15.3%,750 ml,Red,$60,95,5/1/2019,Virginie Boone
747,Williams Selyem 2017 Fanucchi-Wood Road Vineyard Zinfandel,Williams Selyem,2017,Fanucchi-Wood Road Vineyard,Zinfandel,Russian River Valley,Sonoma,California,15.1%,750 ml,Red,$65,95,5/1/2019,Virginie Boone
748,Peake Ranch 2016 John Sebastiano Vineyard Syrah,Peake Ranch,2016,John Sebastiano Vineyard,Syrah,Sta. Rita Hills,Central Coast,California,14.7%,750 ml,Red,$65,95,5/1/2019,Matt Kettmann
749,Sante Arcangeli 2017 Lester Family Vineyard Pinot Noir,Sante Arcangeli,2017,Lester Family Vineyard,Pinot Noir,Santa Cruz Mountains,Central Coast,California,13.1%,750 ml,Red,$45,95,5/1/2019,Matt Kettmann
750,Alpha Omega 2015 Drew Vineyard Cabernet Sauvignon,Alpha Omega,2015,Drew Vineyard,Cabernet Sauvignon,Mount Veeder,Napa,California,15.2%,750 ml,Red,$220,95,5/1/2019,Virginie Boone
751,Sanguis 2015 1/1 Syrah,Sanguis,2015,1/1,Syrah,Central Coast,Central Coast,California,14.7%,750 ml,Red,$125,95,5/1/2019,Matt Kettmann
752,Alpha Omega 2015 Beckstoffer To Kalon Vineyard Cabernet Sauvignon,Alpha Omega,2015,Beckstoffer To Kalon Vineyard,Cabernet Sauvignon,Oakville,Napa,California,14.8%,750 ml,Red,$220,95,5/1/2019,Virginie Boone
753,Grgich Hills 2015 Estate Grown Chardonnay,Grgich Hills,2015,Estate Grown,Chardonnay,Napa Valley,Napa,California,13.5%,750 ml,White,$43,95,5/1/2019,Virginie Boone
754,Hanzell 2016 Chardonnay,Hanzell,2016,Estate Grown,Chardonnay,Sonoma Valley,Sonoma,California,14.3%,750 ml,White,$78,95,5/1/2019,Virginie Boone
755,Timbre 2015 The Headliner Pinot Noir,Timbre,2015,The Headliner,Pinot Noir,Santa Maria Valley,Central Coast,California,13.8%,750 ml,Red,$45,95,5/1/2019,Matt Kettmann
756,Amici 2015 Beckstoffer To Kalon Vineyard Cabernet Sauvignon,Amici,2015,Beckstoffer To Kalon Vineyard,Cabernet Sauvignon,Oakville,Napa,California,14.9%,750 ml,Red,$195,95,5/1/2019,Virginie Boone
757,Williams Selyem 2017 Unoaked Chardonnay,Williams Selyem,2017,Unoaked,Chardonnay,Russian River Valley,Sonoma,California,13.3%,750 ml,White,$39,95,5/1/2019,Virginie Boone
758,Cobb 2016 Mariani Vineyard Chardonnay,Cobb,2016,Mariani Vineyard,Chardonnay,Sonoma Coast,Sonoma,California,12.8%,750 ml,White,$70,94,5/1/2019,Virginie Boone
759,Daou 2016 Micho Red,Daou,2016,Micho,Bordeaux-style Red Blend,Paso Robles,Central Coast,California,14.9%,750 ml,Red,$85,94,5/1/2019,Matt Kettmann
760,Gloria Ferrer 2013 Late Disgorged Carneros Cuvée Sparkling Rosé,Gloria Ferrer,2013,Late Disgorged Carneros Cuvée Sparkling,Rosé,Carneros,Napa-Sonoma,California,12.5%,750 ml,Sparkling,$85,94,5/1/2019,Virginie Boone
761,Hanzell 2017 Sebella Chardonnay,Hanzell,2017,Sebella,Chardonnay,Sonoma County,Sonoma,California,13.7%,750 ml,White,$29,94,5/1/2019,Virginie Boone
762,Sante Arcangeli 2017 Split Rail Vineyard Pinot Noir,Sante Arcangeli,2017,Split Rail Vineyard,Pinot Noir,Santa Cruz Mountains,Central Coast,California,13.5%,750 ml,Red,$49,94,5/1/2019,Matt Kettmann
763,Three Sticks 2016 Cuvée Eva Marie Pinot Noir,Three Sticks,2016,Cuvée Eva Marie,Pinot Noir,Sonoma Mountain,Sonoma,California,14.5%,750 ml,Red,$90,94,5/1/2019,Virginie Boone
764,Timbre 2015 The Hi-Hat Pinot Noir,Timbre,2015,The Hi-Hat,Pinot Noir,Sta. Rita Hills,Central Coast,California,13.6%,750 ml,Red,$45,94,5/1/2019,Matt Kettmann
765,Clarice 2017 Pinot Noir,Clarice,2017,The Hi-Hat,Pinot Noir,Santa Lucia Highlands,Central Coast,California,14.1%,750 ml,Red,$80,94,5/1/2019,Matt Kettmann
766,Jax 2016 72 Barrels Cabernet Sauvignon,Jax,2016,72 Barrels,Cabernet Sauvignon,Napa Valley,Napa,California,14.8%,750 ml,Red,$45,94,5/1/2019,Virginie Boone
767,Maryetta 2015 Valenti Vineyard Pinot Noir,Maryetta,2015,Valenti Vineyard,Pinot Noir,Mendocino Ridge,Mendocino County,California,13.9%,750 ml,Red,$45,94,5/1/2019,Jim Gordon
768,The Vineyard House 2014 Cabernet Franc,The Vineyard House,2014,Valenti Vineyard,Cabernet Franc,Oakville,Napa,California,14.5%,750 ml,Red,$125,94,5/1/2019,Virginie Boone
769,Jarvis 2013 Lake William Estate Grown Cave Fermented Red,Jarvis,2013,Lake William Estate Grown Cave Fermented,"Red Blends, Red Blends",Napa Valley,Napa,California,14.8%,750 ml,Red,$215,94,5/1/2019,Virginie Boone
770,Amici 2015 Reserve Cabernet Sauvignon,Amici,2015,Reserve,Cabernet Sauvignon,Napa Valley,Napa,California,14.7%,750 ml,Red,$85,94,5/1/2019,Virginie Boone
771,Amici 2016 Cabernet Sauvignon,Amici,2016,Reserve,Cabernet Sauvignon,Napa Valley,Napa,California,14.5%,750 ml,Red,$50,94,5/1/2019,Virginie Boone
772,Furthermore 2015 Starbridge Vineyard Pinot Noir,Furthermore,2015,Starbridge Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,13.1%,750 ml,Red,$75,94,5/1/2019,Virginie Boone
773,Jeff Cohn 2016 Nun's Canyon Vineyard Zinfandel,Jeff Cohn,2016,Nun's Canyon Vineyard,Zinfandel,Moon Mountain District Sonoma County,Sonoma,California,15.3%,750 ml,Red,$45,94,5/1/2019,Virginie Boone
774,Opolo 2016 Reserve Collection Syrah,Opolo,2016,Reserve Collection,Syrah,Paso Robles Willow Creek District,Central Coast,California,14.5%,750 ml,Red,$50,94,5/1/2019,Matt Kettmann
775,Encanto 2013 Usibelli Ranch Cabernet Sauvignon,Encanto,2013,Usibelli Ranch,Cabernet Sauvignon,Rutherford,Napa,California,14.9%,750 ml,Red,$75,94,5/1/2019,Virginie Boone
776,Arrow & Branch 2015 Red,Arrow & Branch,2015,Usibelli Ranch,Bordeaux-style Red Blend,Napa Valley,Napa,California,14.8%,750 ml,Red,$125,94,5/1/2019,Virginie Boone
777,Hubba 2016 Carciofi Chardonnay,Hubba,2016,Carciofi,Chardonnay,Santa Cruz County,Central Coast,California,14.4%,750 ml,White,$37,94,5/1/2019,Matt Kettmann
778,Jeff Cohn 2016 #Pure Yum Syrah-Grenache,Jeff Cohn,2016,#Pure Yum,"Syrah-Grenache, Rhône-style Red Blend",Sonoma County,Sonoma,California,15.2%,750 ml,Red,$40,94,5/1/2019,Virginie Boone
779,Siduri 2017 La Encantada Vineyard Pinot Noir,Siduri,2017,La Encantada Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.5%,750 ml,Red,$65,94,5/1/2019,Matt Kettmann
780,Timbre 2015 Supergroup Pinot Noir,Timbre,2015,Supergroup,Pinot Noir,Santa Maria Valley,Central Coast,California,13%,750 ml,Red,$30,94,5/1/2019,Matt Kettmann
781,Williams Selyem 2017 Heintz Vineyard Chardonnay,Williams Selyem,2017,Heintz Vineyard,Chardonnay,Russian River Valley,Sonoma,California,14.5%,750 ml,White,$65,94,5/1/2019,Virginie Boone
782,Williams Selyem 2017 Olivet Lane Vineyard Chardonnay,Williams Selyem,2017,Olivet Lane Vineyard,Chardonnay,Russian River Valley,Sonoma,California,14.8%,750 ml,White,$65,94,5/1/2019,Virginie Boone
783,Flambeaux 2015 Cabernet Sauvignon,Flambeaux,2015,Olivet Lane Vineyard,Cabernet Sauvignon,Sonoma Valley,Sonoma,California,14.9%,750 ml,Red,$60,94,5/1/2019,Virginie Boone
784,Flambeaux 2015 Cabernet Sauvignon,Flambeaux,2015,Olivet Lane Vineyard,Cabernet Sauvignon,Sonoma Valley,Sonoma,California,14.9%,750 ml,Red,$60,94,5/1/2019,Virginie Boone
785,Samuel Louis Smith 2017 Sandstone Terrace Syrah,Samuel Louis Smith,2017,Sandstone Terrace,Syrah,Santa Cruz Mountains,Central Coast,California,13%,750 ml,Red,$33,94,5/1/2019,Matt Kettmann
786,Samuel Louis Smith 2017 Spear Vineyard Chardonnay,Samuel Louis Smith,2017,Spear Vineyard,Chardonnay,Sta. Rita Hills,Central Coast,California,12.5%,750 ml,White,$37,94,5/1/2019,Matt Kettmann
787,Williams Selyem 2017 Pinot Noir,Williams Selyem,2017,Spear Vineyard,Pinot Noir,Russian River Valley,Sonoma,California,14.1%,750 ml,Red,$55,94,5/1/2019,Virginie Boone
788,Benom 2016 Les Deux Freres Red,Benom,2016,Les Deux Freres,"Red Blends, Red Blends",Paso Robles,Central Coast,California,14.9%,750 ml,Red,$65,93,5/1/2019,Matt Kettmann
789,Jeff Cohn 2016 St Peter's Church Zinfandel,Jeff Cohn,2016,St Peter's Church,Zinfandel,Alexander Valley,Sonoma,California,15.5%,750 ml,Red,$45,93,5/1/2019,Virginie Boone
790,MCV 2016 Petit Verdot,MCV,2016,St Peter's Church,Petit Verdot,Paso Robles,Central Coast,California,15.4%,750 ml,Red,$45,93,5/1/2019,Matt Kettmann
791,Noceto 2013 AX-1 Sangiovese,Noceto,2013,AX-1,Sangiovese,Amador County,Sierra Foothills,California,15%,750 ml,Red,$54,93,5/1/2019,Jim Gordon
792,Noceto 2016 Dos Oakies Sangiovese,Noceto,2016,Dos Oakies,Sangiovese,Shenandoah Valley (CA),Sierra Foothills,California,14.1%,750 ml,Red,$38,93,5/1/2019,Jim Gordon
793,Peake Ranch 2016 Pinot Noir,Peake Ranch,2016,Dos Oakies,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.2%,750 ml,Red,$40,93,5/1/2019,Matt Kettmann
794,Samuel Louis Smith 2017 Albatross Ridge Vineyard Pinot Noir,Samuel Louis Smith,2017,Albatross Ridge Vineyard,Pinot Noir,Monterey,Central Coast,California,12.7%,750 ml,Red,$44,93,5/1/2019,Matt Kettmann
795,Turnbull 2016 Cabernet Sauvignon,Turnbull,2016,Albatross Ridge Vineyard,Cabernet Sauvignon,Napa Valley,Napa,California,14.7%,750 ml,Red,$50,93,5/1/2019,Virginie Boone
796,Ancien 2016 Pinot Noir,Ancien,2016,Albatross Ridge Vineyard,Pinot Noir,Carneros,Napa-Sonoma,California,14.2%,750 ml,Red,$40,93,5/1/2019,Virginie Boone
797,Peake Ranch 2016 John Sebastiano Vineyard Pinot Noir,Peake Ranch,2016,John Sebastiano Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.2%,750 ml,Red,$65,93,5/1/2019,Matt Kettmann
798,Williams Selyem 2017 Papera Vineyard Zinfandel,Williams Selyem,2017,Papera Vineyard,Zinfandel,Russian River Valley,Sonoma,California,15%,750 ml,Red,$65,93,5/1/2019,Virginie Boone
799,2131 2013 Cabernet Sauvignon,2131,2131,Papera Vineyard,Cabernet Sauvignon,Napa Valley,Napa,California,14.4%,750 ml,Red,$300,93,5/1/2019,Virginie Boone
800,2131 2013 Cabernet Sauvignon,2131,2131,Papera Vineyard,Cabernet Sauvignon,Napa Valley,Napa,California,14.4%,750 ml,Red,$300,93,5/1/2019,Virginie Boone
801,La Crema 2015 Bellflower Vineyard Pinot Noir,La Crema,2015,Bellflower Vineyard,Pinot Noir,Russian River Valley,Sonoma,California,14.5%,750 ml,Red,$65,93,5/1/2019,Virginie Boone
802,Naggiar 2017 Estate Petite Sirah,Naggiar,2017,Estate,Petite Sirah,Sierra Foothills,Sierra Foothills,California,14.5%,750 ml,Red,$29,93,5/1/2019,Jim Gordon
803,Renwood 2016 Petite Sirah,Renwood,2016,Estate,Petite Sirah,Amador County,Sierra Foothills,California,15%,750 ml,Red,$50,93,5/1/2019,Jim Gordon
804,Lucienne 2016 Hook Vineyard Pinot Noir,Lucienne,2016,Hook Vineyard,Pinot Noir,Santa Lucia Highlands,Central Coast,California,14.5%,750 ml,Red,$50,93,5/1/2019,Matt Kettmann
805,San Simeon 2015 Stormwatch Estate Reserve Red,San Simeon,2015,Stormwatch Estate Reserve,Bordeaux-style Red Blend,Paso Robles,Central Coast,California,14.5%,750 ml,Red,$80,93,5/1/2019,Matt Kettmann
806,Siduri 2017 Pinot Noir,Siduri,2017,Stormwatch Estate Reserve,Pinot Noir,Santa Barbara County,Central Coast,California,14.5%,750 ml,Red,$27,93,5/1/2019,Matt Kettmann
807,Sol Rouge 2015 Grenache,Sol Rouge,2015,Stormwatch Estate Reserve,Grenache,Red Hills,Lake County,California,14.5%,750 ml,Red,$36,93,5/1/2019,Jim Gordon
808,Timbre 2015 Lead Vocals Bien Nacido Old Vines Pinot Noir,Timbre,2015,Lead Vocals Bien Nacido Old Vines,Pinot Noir,Santa Maria Valley,Central Coast,California,13.2%,750 ml,Red,$45,93,5/1/2019,Matt Kettmann
809,Holly's Hill 2016 Patriarche Red,Holly's Hill,2016,Patriarche,Rhône-style Red Blend,El Dorado,Sierra Foothills,California,14.8%,750 ml,Red,$35,93,5/1/2019,Jim Gordon
810,McNab Ridge 2015 Family Reserve Largo Cabernet Sauvignon,McNab Ridge,2015,Family Reserve Largo,Cabernet Sauvignon,Mendocino County,Mendocino County,California,15.2%,750 ml,Red,$30,93,5/1/2019,Jim Gordon
811,Sanguis 2015 The Modern Red,Sanguis,2015,The Modern,"Red Blends, Red Blends",Central Coast,Central Coast,California,14.6%,750 ml,Red,$80,93,5/1/2019,Matt Kettmann
812,Sante Arcangeli 2017 Lester Family Vineyard Chardonnay,Sante Arcangeli,2017,Lester Family Vineyard,Chardonnay,Santa Cruz Mountains,Central Coast,California,13.4%,750 ml,White,$36,93,5/1/2019,Matt Kettmann
813,Seghesio 2016 Cortina Zinfandel,Seghesio,2016,Cortina,Zinfandel,Dry Creek Valley,Sonoma,California,15.3%,750 ml,Red,$40,93,5/1/2019,Virginie Boone
814,Bogle NV 50 Years Quick Ranch Reserve Petite Sirah,Bogle,NV,50 Years Quick Ranch Reserve,Petite Sirah,Clarksburg,Central Valley,California,15%,750 ml,Red,$42,93,5/1/2019,Jim Gordon
815,Halter Ranch 2016 Estate Bottled Cabernet Sauvignon,Halter Ranch,2016,Estate Bottled,Cabernet Sauvignon,Adelaida District,Central Coast,California,14.2%,750 ml,Red,$40,93,5/1/2019,Matt Kettmann
816,J Vineyards & Winery 2012 Brut Sparkling,J Vineyards & Winery,2012,Brut,"Sparkling Blend, Sparkling",Russian River Valley,Sonoma,California,12.5%,750 ml,Sparkling,$60,93,5/1/2019,Virginie Boone
817,Lafond 2016 SRH Pinot Noir,Lafond,2016,SRH,Pinot Noir,Sta. Rita Hills,Central Coast,California,14.6%,750 ml,Red,$27,93,5/1/2019,Matt Kettmann
818,Ojai 2015 Roll Ranch Vineyard Syrah,Ojai,2015,Roll Ranch Vineyard,Syrah,Ventura County,Central Coast,California,14.5%,750 ml,Red,$55,93,5/1/2019,Matt Kettmann
819,Peake Ranch 2016 Peake Ranch Vineyard Pinot Noir,Peake Ranch,2016,Peake Ranch Vineyard,Pinot Noir,Sta. Rita Hills,Central Coast,California,13.9%,750 ml,Red,$65,93,5/1/2019,Matt Kettmann
820,Sleight of Hand 2016 Funkadelic Funk Vineyard Syrah,Sleight of Hand,2016,Funkadelic Funk Vineyard,Syrah,Walla Walla Valley (WA),Columbia Valley,Washington,14.8%,750 ml,Red,$60,93,5/1/2019,Sean P. Sullivan
821,Charles & Charles 2015 C2 Malbec,Charles & Charles,2015,C2,Malbec,Columbia Valley (WA),Columbia Valley,Washington,14.8%,750 ml,Red,$45,92,5/1/2019,Sean P. Sullivan
822,Heritance 2015 Beckstoffer Georges III Cabernet Sauvignon,Heritance,2015,Beckstoffer Georges III,Cabernet Sauvignon,Rutherford,Napa,California,14.1%,750 ml,Red,$129,92,5/1/2019,Virginie Boone
823,Heritance 2015 Beckstoffer Georges III Cabernet Sauvignon,Heritance,2015,Beckstoffer Georges III,Cabernet Sauvignon,Rutherford,Napa,California,14.1%,750 ml,Red,$129,92,5/1/2019,Virginie Boone
824,Kukkula 2015 Pas de Deux Red,Kukkula,2015,Pas de Deux,Rhône-style Red Blend,Adelaida District,Central Coast,California,14.9%,750 ml,Red,$50,92,5/1/2019,Matt Kettmann
825,MCV 2016 Syrah,MCV,2016,Pas de Deux,Syrah,Paso Robles,Central Coast,California,16.2%,750 ml,Red,$45,92,5/1/2019,Matt Kettmann
826,Bear Flag 2016 Zinfandel,Bear Flag,2016,Pas de Deux,Zinfandel,Sonoma County,Sonoma,California,14.8%,750 ml,Red,$30,92,5/1/2019,Virginie Boone
827,Daou 2017 Reserve Chardonnay,Daou,2017,Reserve,Chardonnay,Paso Robles Willow Creek District,Central Coast,California,14.7%,750 ml,White,$56,92,5/1/2019,Matt Kettmann
828,Desparada 2016 Dione.8.Nh4 Nebbiolo,Desparada,2016,Dione.8.Nh4,Nebbiolo,Paso Robles,Central Coast,California,16%,750 ml,Red,N/A,92,5/1/2019,Matt Kettmann
829,Hahn 2016 SLH G-S-M,Hahn,2016,SLH,"G-S-M, Rhône-style Red Blend",Santa Lucia Highlands,Central Coast,California,14.5%,750 ml,Red,$45,92,5/1/2019,Matt Kettmann
830,Martinelli 2016 Vigneto di Evo Zinfandel,Martinelli,2016,Vigneto di Evo,Zinfandel,Russian River Valley,Sonoma,California,16.3%,750 ml,Red,$35,92,5/1/2019,Virginie Boone
831,McNab Ridge 2016 Zinfandel,McNab Ridge,2016,Vigneto di Evo,Zinfandel,Mendocino County,Mendocino County,California,14.9%,750 ml,Red,$18,92,5/1/2019,Jim Gordon
832,Ojai 2011 Apricots Red,Ojai,2011,Apricots,"Red Blends, Red Blends",Santa Barbara County,Central Coast,California,13.5%,750 ml,Red,$50,92,5/1/2019,Matt Kettmann
833,Robert Renzoni 2015 Riserva Barbera,Robert Renzoni,2015,Riserva,Barbera,Temecula Valley,South Coast,California,14.2%,750 ml,Red,$55,92,5/1/2019,Matt Kettmann
834,Solitary Cellars 2016 East Block Old Vine Zinfandel,Solitary Cellars,2016,East Block Old Vine,Zinfandel,Lodi,Central Valley,California,13.8%,750 ml,Red,$28,92,5/1/2019,Jim Gordon
835,Va Piano 2016 Rosebud Vineyard Cabernet Sauvignon,Va Piano,2016,Rosebud Vineyard,Cabernet Sauvignon,Wahluke Slope,Columbia Valley,Washington,14.5%,750 ml,Red,$95,92,5/1/2019,Sean P. Sullivan
836,Dutton-Goldfield 2016 Azaya Ranch Vineyard Pinot Noir,Dutton-Goldfield,2016,Azaya Ranch Vineyard,Pinot Noir,Petaluma Gap,Sonoma,California,13.5%,750 ml,Red,$62,92,5/1/2019,Jim Gordon
837,Furthermore 2015 Nevina's Vineyard Pinot Noir,Furthermore,2015,Nevina's Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,13.1%,750 ml,Red,$60,92,5/1/2019,Virginie Boone
838,Pelletiere 2016 Syrah,Pelletiere,2016,Nevina's Vineyard,Syrah,Paso Robles Willow Creek District,Central Coast,California,14.5%,750 ml,Red,$46,92,5/1/2019,Matt Kettmann
839,Von Holt 2016 Pinot Noir,Von Holt,2016,Nevina's Vineyard,Pinot Noir,Sonoma Coast,Sonoma,California,13.6%,750 ml,Red,$38,92,5/1/2019,Virginie Boone
840,Liparita 2016 Chardonnay,Liparita,2016,Nevina's Vineyard,Chardonnay,Carneros,Napa-Sonoma,California,14.5%,750 ml,White,$50,92,5/1/2019,Virginie Boone
841,Avennia 2016 Gravura Red,Avennia,2016,Gravura,Bordeaux-style Red Blend,Columbia Valley (WA),Columbia Valley,Washington,14.6%,750 ml,Red,$40,92,5/1/2019,Sean P. Sullivan
842,Brassfield 2017 Chardonnay,Brassfield,2017,Gravura,Chardonnay,High Valley,Lake County,California,13.8%,750 ml,Red,$32,92,5/1/2019,Jim Gordon
843,Dancing Crow 2017 Volcano Ridge Cuvée Red,Dancing Crow,2017,Volcano Ridge Cuvée,"Red Blends, Red Blends",Lake County,Lake County,California,14.5%,750 ml,Red,$25,92,5/1/2019,Jim Gordon
844,Furthermore 2015 Graton Ridge Vineyard Pinot Noir,Furthermore,2015,Graton Ridge Vineyard,Pinot Noir,Russian River Valley,Sonoma,California,14.3%,750 ml,Red,$55,92,5/1/2019,Virginie Boone
845,Heath Vineyards 2015 Absolution Red,Heath Vineyards,2015,Absolution,Bordeaux-style Red Blend,Paso Robles Willow Creek District,Central Coast,California,15.3%,750 ml,Red,$80,92,5/1/2019,Matt Kettmann
846,Poundstone 2017 Sangiacomo Catarina Vineyard Chardonnay,Poundstone,2017,Sangiacomo Catarina Vineyard,Chardonnay,Carneros,Napa-Sonoma,California,14.5%,750 ml,White,$40,92,5/1/2019,Virginie Boone
847,Robert Renzoni 2014 Fiore di Fano Red,Robert Renzoni,2014,Fiore di Fano,"Red Blends, Red Blends",Temecula Valley,South Coast,California,13.8%,750 ml,Red,$62,92,5/1/2019,Matt Kettmann
848,Sanguis 2015 Nocturne Petit Verdot,Sanguis,2015,Nocturne,Petit Verdot,Central Coast,Central Coast,California,14.5%,750 ml,Red,$75,92,5/1/2019,Matt Kettmann
849,Sante Arcangeli 2017 Integrato Pinot Noir,Sante Arcangeli,2017,Integrato,Pinot Noir,Santa Cruz Mountains,Central Coast,California,13.8%,750 ml,Red,$39,92,5/1/2019,Matt Kettmann
850,Sextant 2015 Passage Red,Sextant,2015,Passage,Rhône-style Red Blend,Paso Robles,Central Coast,California,15.1%,750 ml,Red,$45,92,5/1/2019,Matt Kettmann
851,Sol Rouge 2015 Zinfandel,Sol Rouge,2015,Passage,Zinfandel,Red Hills,Lake County,California,14.5%,750 ml,Red,$32,92,5/1/2019,Jim Gordon
852,Turnbull 2016 Reserve Cabernet Sauvignon,Turnbull,2016,Reserve,Cabernet Sauvignon,Oakville,Napa,California,14.9%,750 ml,Red,$85,92,5/1/2019,Virginie Boone
853,Thacher 2017 Shell Creek Vineyards Valdiguié,Thacher,2017,Shell Creek Vineyards,"Valdiguié, Other Red",Paso Robles,Central Coast,California,14.5%,750 ml,Red,$36,92,5/1/2019,Matt Kettmann
854,Robert Mondavi 2015 Maestro Red,Robert Mondavi,2015,Maestro,Bordeaux-style Red Blend,Napa Valley,Napa,California,15%,750 ml,Red,$44,92,5/1/2019,Virginie Boone
855,Sojourn 2016 Cabernet Sauvignon,Sojourn,2016,Maestro,Cabernet Sauvignon,Oakville,Napa,California,14.5%,750 ml,Red,$79,92,5/1/2019,Virginie Boone
856,Écluse 2016 Prelude White,Écluse,2016,Prelude,Rhône-style White Blend,Paso Robles,Central Coast,California,14.6%,750 ml,White,$28,92,5/1/2019,Matt Kettmann
857,Écluse 2016 Prelude White,Écluse,2016,Prelude,Rhône-style White Blend,Paso Robles,Central Coast,California,14.6%,750 ml,White,$28,92,5/1/2019,Matt Kettmann
858,Novy 2016 G-S-M,Novy,2016,Prelude,"G-S-M, Rhône-style Red Blend",Central Coast,Central Coast,California,14.6%,750 ml,Red,$45,92,5/1/2019,Matt Kettmann
859,Peake Ranch 2016 Sierra Madre Vineyard Chardonnay,Peake Ranch,2016,Sierra Madre Vineyard,Chardonnay,Santa Maria Valley,Central Coast,California,14.4%,750 ml,White,$50,92,5/1/2019,Matt Kettmann
860,Thacher 2015 Controlled Chaos Red,Thacher,2015,Controlled Chaos,"Red Blends, Red Blends",Paso Robles,Central Coast,California,14.6%,750 ml,Red,$48,92,5/1/2019,Matt Kettmann
861,Timbre 2015 Opening Act Mission Ranch Pinot Noir,Timbre,2015,Opening Act Mission Ranch,Pinot Noir,Monterey County,Central Coast,California,13.9%,750 ml,Red,$24,92,5/1/2019,Matt Kettmann
862,Robert Mondavi 2015 Maestro Red,Robert Mondavi,2015,Maestro,Bordeaux-style Red Blend,Napa Valley,Napa,California,15%,750 ml,Red,$44,92,5/1/2019,Virginie Boone
863,Sojourn 2016 Cabernet Sauvignon,Sojourn,2016,Maestro,Cabernet Sauvignon,Oakville,Napa,California,14.5%,750 ml,Red,$79,92,5/1/2019,Virginie Boone
864,Amici 2015 Morisoli Vineyard Cabernet Sauvignon,Amici,2015,Morisoli Vineyard,Cabernet Sauvignon,Rutherford,Napa,California,14.9%,750 ml,Red,$159,91,5/1/2019,Virginie Boone
865,Carpe Diem 2016 Chardonnay,Carpe Diem,2016,Morisoli Vineyard,Chardonnay,Anderson Valley,Mendocino County,California,N/A,750 ml,White,$23,91,5/1/2019,Jim Gordon
866,Dracaena 2016 Cabernet Franc,Dracaena,2016,Morisoli Vineyard,Cabernet Franc,Paso Robles,Central Coast,California,14.4%,750 ml,Red,$34,91,5/1/2019,Matt Kettmann
867,Gloria Ferrer 2015 Brut Blanc de Blancs Sparkling,Gloria Ferrer,2015,Brut Blanc de Blancs,"Sparkling Blend, Sparkling",Carneros,Napa-Sonoma,California,12.5%,750 ml,Sparkling,$50,91,5/1/2019,Virginie Boone
868,In Hand 2016 Red,In Hand,2016,Brut Blanc de Blancs,"Red Blends, Red Blends",El Dorado,Sierra Foothills,California,13.7%,750 ml,Red,$25,91,5/1/2019,Jim Gordon
869,In Hand 2016 Red,In Hand,2016,Brut Blanc de Blancs,"Red Blends, Red Blends",El Dorado,Sierra Foothills,California,13.7%,750 ml,Red,$25,91,5/1/2019,Jim Gordon
870,La Voix 2015 So What Rancho San Ysidro Syrah,La Voix,2015,So What Rancho San Ysidro,Syrah,Ballard Canyon,Central Coast,California,14%,750 ml,Red,$40,91,5/1/2019,Matt Kettmann
871,Loring Wine Company 2017 Kessler Haak Vineyard Chardonnay,Loring Wine Company,2017,Kessler Haak Vineyard,Chardonnay,Sta. Rita Hills,Central Coast,California,14.3%,750 ml,White,$44,91,5/1/2019,Matt Kettmann
872,Meikle 2016 Estate Grown Zinfandel,Meikle,2016,Estate Grown,Zinfandel,Amador County,Sierra Foothills,California,14.5%,750 ml,Red,$27,91,5/1/2019,Jim Gordon
873,Naggiar 2016 Estate La Bohème Red,Naggiar,2016,Estate La Bohème,Bordeaux-style Red Blend,Sierra Foothills,Sierra Foothills,California,14.6%,750 ml,Red,$45,91,5/1/2019,Jim Gordon
874,Peake Ranch 2016 Chardonnay,Peake Ranch,2016,Estate La Bohème,Chardonnay,Santa Barbara County,Central Coast,California,14.1%,750 ml,White,$40,91,5/1/2019,Matt Kettmann
875,Pelletiere 2016 Zinfandel,Pelletiere,2016,Estate La Bohème,Zinfandel,Paso Robles Willow Creek District,Central Coast,California,15.2%,750 ml,Red,$42,91,5/1/2019,Matt Kettmann
876,Sante Arcangeli 2016 Zinfandel,Sante Arcangeli,2016,Estate La Bohème,Zinfandel,Santa Clara County,Central Coast,California,14.5%,750 ml,Red,$36,91,5/1/2019,Matt Kettmann
